Date,Close
01/01/2018,2
02/01/2018,2.309016994
03/01/2018,2.587785252
04/01/2018,2.809016994
05/01/2018,2.951056516
06/01/2018,3
07/01/2018,2.951056516
08/01/2018,2.809016994
09/01/2018,2.587785252
10/01/2018,2.309016994
11/01/2018,2.00E+00
12/01/2018,1.690983006
13/01/2018,1.412214748
14/01/2018,1.190983006
15/01/2018,1.048943484
16/01/2018,1
17/01/2018,1.048943484
18/01/2018,1.190983006
19/01/2018,1.412214748
20/01/2018,1.690983006
21/01/2018,2.00E+00
22/01/2018,2.309016994
23/01/2018,2.587785252
24/01/2018,2.809016994
25/01/2018,2.951056516
26/01/2018,3
27/01/2018,2.951056516
28/01/2018,2.809016994
29/01/2018,2.587785252
30/01/2018,2.309016994
31/01/2018,2.00E+00
01/02/2018,1.690983006
02/02/2018,1.412214748
03/02/2018,1.190983006
04/02/2018,1.048943484
05/02/2018,1
06/02/2018,1.048943484
07/02/2018,1.190983006
08/02/2018,1.412214748
09/02/2018,1.690983006
10/02/2018,2.00E+00
11/02/2018,2.309016994
12/02/2018,2.587785252
13/02/2018,2.809016994
14/02/2018,2.951056516
15/02/2018,3
16/02/2018,2.951056516
17/02/2018,2.809016994
18/02/2018,2.587785252
19/02/2018,2.309016994
20/02/2018,2.00E+00
21/02/2018,1.690983006
22/02/2018,1.412214748
23/02/2018,1.190983006
24/02/2018,1.048943484
25/02/2018,1
26/02/2018,1.048943484
27/02/2018,1.190983006
28/02/2018,1.412214748
01/03/2018,1.690983006
02/03/2018,2.00E+00
03/03/2018,2.309016994
04/03/2018,2.587785252
05/03/2018,2.809016994
06/03/2018,2.951056516
07/03/2018,3
08/03/2018,2.951056516
09/03/2018,2.809016994
10/03/2018,2.587785252
11/03/2018,2.309016994
12/03/2018,2.00E+00
13/03/2018,1.690983006
14/03/2018,1.412214748
15/03/2018,1.190983006
16/03/2018,1.048943484
17/03/2018,1
18/03/2018,1.048943484
19/03/2018,1.190983006
20/03/2018,1.412214748
21/03/2018,1.690983006
22/03/2018,2.00E+00
23/03/2018,2.309016994
24/03/2018,2.587785252
25/03/2018,2.809016994
26/03/2018,2.951056516
27/03/2018,3
28/03/2018,2.951056516
29/03/2018,2.809016994
30/03/2018,2.587785252
31/03/2018,2.309016994
01/04/2018,2.00E+00
02/04/2018,1.690983006
03/04/2018,1.412214748
04/04/2018,1.190983006
05/04/2018,1.048943484
06/04/2018,1
07/04/2018,1.048943484
08/04/2018,1.190983006
09/04/2018,1.412214748
10/04/2018,1.690983006
11/04/2018,2.00E+00
12/04/2018,2.309016994
13/04/2018,2.587785252
14/04/2018,2.809016994
15/04/2018,2.951056516
16/04/2018,3
17/04/2018,2.951056516
18/04/2018,2.809016994
19/04/2018,2.587785252
20/04/2018,2.309016994
21/04/2018,2.00E+00
22/04/2018,1.690983006
23/04/2018,1.412214748
24/04/2018,1.190983006
25/04/2018,1.048943484
26/04/2018,1
27/04/2018,1.048943484
28/04/2018,1.190983006
29/04/2018,1.412214748
30/04/2018,1.690983006
01/05/2018,2.00E+00
02/05/2018,2.309016994
03/05/2018,2.587785252
04/05/2018,2.809016994
05/05/2018,2.951056516
06/05/2018,3
07/05/2018,2.951056516
08/05/2018,2.809016994
09/05/2018,2.587785252
10/05/2018,2.309016994
11/05/2018,2.00E+00
12/05/2018,1.690983006
13/05/2018,1.412214748
14/05/2018,1.190983006
15/05/2018,1.048943484
16/05/2018,1
17/05/2018,1.048943484
18/05/2018,1.190983006
19/05/2018,1.412214748
20/05/2018,1.690983006
21/05/2018,2.00E+00
22/05/2018,2.309016994
23/05/2018,2.587785252
24/05/2018,2.809016994
25/05/2018,2.951056516
26/05/2018,3
27/05/2018,2.951056516
28/05/2018,2.809016994
29/05/2018,2.587785252
30/05/2018,2.309016994
31/05/2018,2.00E+00
01/06/2018,1.690983006
02/06/2018,1.412214748
03/06/2018,1.190983006
04/06/2018,1.048943484
05/06/2018,1
06/06/2018,1.048943484
07/06/2018,1.190983006
08/06/2018,1.412214748
09/06/2018,1.690983006
10/06/2018,2.00E+00
11/06/2018,2.309016994
12/06/2018,2.587785252
13/06/2018,2.809016994
14/06/2018,2.951056516
15/06/2018,3
16/06/2018,2.951056516
17/06/2018,2.809016994
18/06/2018,2.587785252
19/06/2018,2.309016994
20/06/2018,2.00E+00
21/06/2018,1.690983006
22/06/2018,1.412214748
23/06/2018,1.190983006
24/06/2018,1.048943484
25/06/2018,1
26/06/2018,1.048943484
27/06/2018,1.190983006
28/06/2018,1.412214748
29/06/2018,1.690983006
30/06/2018,2.00E+00
01/07/2018,2.309016994
02/07/2018,2.587785252
03/07/2018,2.809016994
04/07/2018,2.951056516
05/07/2018,3
06/07/2018,2.951056516
07/07/2018,2.809016994
08/07/2018,2.587785252
09/07/2018,2.309016994
10/07/2018,2.00E+00
11/07/2018,1.690983006
12/07/2018,1.412214748
13/07/2018,1.190983006
14/07/2018,1.048943484
15/07/2018,1
16/07/2018,1.048943484
17/07/2018,1.190983006
18/07/2018,1.412214748
19/07/2018,1.690983006
20/07/2018,2.00E+00
21/07/2018,2.309016994
22/07/2018,2.587785252
23/07/2018,2.809016994
24/07/2018,2.951056516
25/07/2018,3
26/07/2018,2.951056516
27/07/2018,2.809016994
28/07/2018,2.587785252
29/07/2018,2.309016994
30/07/2018,2.00E+00
31/07/2018,1.690983006
01/08/2018,1.412214748
02/08/2018,1.190983006
03/08/2018,1.048943484
04/08/2018,1
05/08/2018,1.048943484
06/08/2018,1.190983006
07/08/2018,1.412214748
08/08/2018,1.690983006
09/08/2018,2.00E+00
10/08/2018,2.309016994
11/08/2018,2.587785252
12/08/2018,2.809016994
13/08/2018,2.951056516
14/08/2018,3
15/08/2018,2.951056516
16/08/2018,2.809016994
17/08/2018,2.587785252
18/08/2018,2.309016994
19/08/2018,2.00E+00
20/08/2018,1.690983006
21/08/2018,1.412214748
22/08/2018,1.190983006
23/08/2018,1.048943484
24/08/2018,1
25/08/2018,1.048943484
26/08/2018,1.190983006
27/08/2018,1.412214748
28/08/2018,1.690983006
29/08/2018,2.00E+00
30/08/2018,2.309016994
31/08/2018,2.587785252
01/09/2018,2.809016994
02/09/2018,2.951056516
03/09/2018,3
04/09/2018,2.951056516
05/09/2018,2.809016994
06/09/2018,2.587785252
07/09/2018,2.309016994
08/09/2018,2.00E+00
09/09/2018,1.690983006
10/09/2018,1.412214748
11/09/2018,1.190983006
12/09/2018,1.048943484
13/09/2018,1
14/09/2018,1.048943484
15/09/2018,1.190983006
16/09/2018,1.412214748
17/09/2018,1.690983006
18/09/2018,2.00E+00
19/09/2018,2.309016994
20/09/2018,2.587785252
21/09/2018,2.809016994
22/09/2018,2.951056516
23/09/2018,3
24/09/2018,2.951056516
25/09/2018,2.809016994
26/09/2018,2.587785252
27/09/2018,2.309016994
28/09/2018,2.00E+00
29/09/2018,1.690983006
30/09/2018,1.412214748
01/10/2018,1.190983006
02/10/2018,1.048943484
03/10/2018,1
04/10/2018,1.048943484
05/10/2018,1.190983006
06/10/2018,1.412214748
07/10/2018,1.690983006
08/10/2018,2.00E+00
09/10/2018,2.309016994
10/10/2018,2.587785252
11/10/2018,2.809016994
12/10/2018,2.951056516
13/10/2018,3
14/10/2018,2.951056516
15/10/2018,2.809016994
16/10/2018,2.587785252
17/10/2018,2.309016994
18/10/2018,2.00E+00
