Date,Close
01/01/2018,2
02/01/2018,2.156434465
03/01/2018,2.309016994
04/01/2018,2.4539905
05/01/2018,2.587785252
06/01/2018,2.707106781
07/01/2018,2.809016994
08/01/2018,2.891006524
09/01/2018,2.951056516
10/01/2018,2.987688341
11/01/2018,3.00E+00
12/01/2018,2.987688341
13/01/2018,2.951056516
14/01/2018,2.891006524
15/01/2018,2.809016994
16/01/2018,2.707106781
17/01/2018,2.587785252
18/01/2018,2.4539905
19/01/2018,2.309016994
20/01/2018,2.156434465
21/01/2018,2.00E+00
22/01/2018,1.843565535
23/01/2018,1.690983006
24/01/2018,1.5460095
25/01/2018,1.412214748
26/01/2018,1.292893219
27/01/2018,1.190983006
28/01/2018,1.108993476
29/01/2018,1.048943484
30/01/2018,1.012311659
31/01/2018,1.00E+00
01/02/2018,1.012311659
02/02/2018,1.048943484
03/02/2018,1.108993476
04/02/2018,1.190983006
05/02/2018,1.292893219
06/02/2018,1.412214748
07/02/2018,1.5460095
08/02/2018,1.690983006
09/02/2018,1.843565535
10/02/2018,2.00E+00
11/02/2018,2.156434465
12/02/2018,2.309016994
13/02/2018,2.4539905
14/02/2018,2.587785252
15/02/2018,2.707106781
16/02/2018,2.809016994
17/02/2018,2.891006524
18/02/2018,2.951056516
19/02/2018,2.987688341
20/02/2018,3.00E+00
21/02/2018,2.987688341
22/02/2018,2.951056516
23/02/2018,2.891006524
24/02/2018,2.809016994
25/02/2018,2.707106781
26/02/2018,2.587785252
27/02/2018,2.4539905
28/02/2018,2.309016994
01/03/2018,2.156434465
02/03/2018,2.00E+00
03/03/2018,1.843565535
04/03/2018,1.690983006
05/03/2018,1.5460095
06/03/2018,1.412214748
07/03/2018,1.292893219
08/03/2018,1.190983006
09/03/2018,1.108993476
10/03/2018,1.048943484
11/03/2018,1.012311659
12/03/2018,1.00E+00
13/03/2018,1.012311659
14/03/2018,1.048943484
15/03/2018,1.108993476
16/03/2018,1.190983006
17/03/2018,1.292893219
18/03/2018,1.412214748
19/03/2018,1.5460095
20/03/2018,1.690983006
21/03/2018,1.843565535
22/03/2018,2.00E+00
23/03/2018,2.156434465
24/03/2018,2.309016994
25/03/2018,2.4539905
26/03/2018,2.587785252
27/03/2018,2.707106781
28/03/2018,2.809016994
29/03/2018,2.891006524
30/03/2018,2.951056516
31/03/2018,2.987688341
01/04/2018,3.00E+00
02/04/2018,2.987688341
03/04/2018,2.951056516
04/04/2018,2.891006524
05/04/2018,2.809016994
06/04/2018,2.707106781
07/04/2018,2.587785252
08/04/2018,2.4539905
09/04/2018,2.309016994
10/04/2018,2.156434465
11/04/2018,2.00E+00
12/04/2018,1.843565535
13/04/2018,1.690983006
14/04/2018,1.5460095
15/04/2018,1.412214748
16/04/2018,1.292893219
17/04/2018,1.190983006
18/04/2018,1.108993476
19/04/2018,1.048943484
20/04/2018,1.012311659
21/04/2018,1.00E+00
22/04/2018,1.012311659
23/04/2018,1.048943484
24/04/2018,1.108993476
25/04/2018,1.190983006
26/04/2018,1.292893219
27/04/2018,1.412214748
28/04/2018,1.5460095
29/04/2018,1.690983006
30/04/2018,1.843565535
01/05/2018,2.00E+00
02/05/2018,2.156434465
03/05/2018,2.309016994
04/05/2018,2.4539905
05/05/2018,2.587785252
06/05/2018,2.707106781
07/05/2018,2.809016994
08/05/2018,2.891006524
09/05/2018,2.951056516
10/05/2018,2.987688341
11/05/2018,3.00E+00
12/05/2018,2.987688341
13/05/2018,2.951056516
14/05/2018,2.891006524
15/05/2018,2.809016994
16/05/2018,2.707106781
17/05/2018,2.587785252
18/05/2018,2.4539905
19/05/2018,2.309016994
20/05/2018,2.156434465
21/05/2018,2.00E+00
22/05/2018,1.843565535
23/05/2018,1.690983006
24/05/2018,1.5460095
25/05/2018,1.412214748
26/05/2018,1.292893219
27/05/2018,1.190983006
28/05/2018,1.108993476
29/05/2018,1.048943484
30/05/2018,1.012311659
31/05/2018,1.00E+00
01/06/2018,1.012311659
