Date,Close
01/01/2018,1.005
02/01/2018,1.217911691
03/01/2018,1.421736643
04/01/2018,1.607785252
05/01/2018,1.768144825
06/01/2018,1.896025404
07/01/2018,1.986056516
08/01/2018,2.034521895
09/01/2018,2.039521895
10/01/2018,2.001056516
11/01/2018,1.92E+00
12/01/2018,1.803144825
13/01/2018,1.652785252
14/01/2018,1.476736643
15/01/2018,1.282911691
16/01/2018,1.08
17/01/2018,0.877088309
18/01/2018,0.683263357
19/01/2018,0.507214748
20/01/2018,0.356855175
21/01/2018,2.39E-01
22/01/2018,0.158943484
23/01/2018,0.120478105
24/01/2018,0.125478105
25/01/2018,0.173943484
26/01/2018,0.263974596
27/01/2018,0.391855175
28/01/2018,0.552214748
29/01/2018,0.738263357
30/01/2018,0.942088309
31/01/2018,1.16E+00
01/02/2018,1.367911691
02/02/2018,1.571736643
03/02/2018,1.757785252
04/02/2018,1.918144825
05/02/2018,2.046025404
06/02/2018,2.136056516
07/02/2018,2.184521895
08/02/2018,2.189521895
09/02/2018,2.151056516
10/02/2018,2.07E+00
11/02/2018,1.953144825
12/02/2018,1.802785252
13/02/2018,1.626736643
14/02/2018,1.432911691
15/02/2018,1.23
16/02/2018,1.027088309
17/02/2018,0.833263357
18/02/2018,0.657214748
19/02/2018,0.506855175
20/02/2018,3.89E-01
21/02/2018,0.308943484
22/02/2018,0.270478105
23/02/2018,0.275478105
24/02/2018,0.323943484
25/02/2018,0.413974596
26/02/2018,0.541855175
27/02/2018,0.702214748
28/02/2018,0.888263357
01/03/2018,1.092088309
02/03/2018,1.31E+00
03/03/2018,1.517911691
04/03/2018,1.721736643
05/03/2018,1.907785252
06/03/2018,2.068144825
07/03/2018,2.196025404
08/03/2018,2.286056516
09/03/2018,2.334521895
10/03/2018,2.339521895
11/03/2018,2.301056516
12/03/2018,2.22E+00
13/03/2018,2.103144825
14/03/2018,1.952785252
15/03/2018,1.776736643
16/03/2018,1.582911691
17/03/2018,1.38
18/03/2018,1.177088309
19/03/2018,0.983263357
20/03/2018,0.807214748
21/03/2018,0.656855175
22/03/2018,5.39E-01
23/03/2018,0.458943484
